case_name,sigma,artificial_viscosity_alpha,initial_particle_distribution,pressure_stabilization,tic_strength,shifting_mode,shifting_v_max_factor,shifting_sound_speed_factor,particle_spacing,pre_release_asphericity_error,baseline_release_asphericity,css_release_asphericity,maximum_post_release_width_error,baseline_final_aspect,css_final_aspect,final_aspect_error,final_height_error_in_spacing,css_final_planar_asymmetry,baseline_angular_bin_cv,css_angular_bin_cv,baseline_eightfold_alignment,css_eightfold_alignment,baseline_radial_neighbor_alignment,css_radial_neighbor_alignment,density_min,density_max,minimum_z,baseline_accepted_steps,baseline_rejected_steps,baseline_runtime,accepted_steps,rejected_steps,rejected_fraction,timestep_p01,timestep_median,timestep_tail_to_head,runtime,shape_pass,reliability_pass,qualitative_pass,nominal_acceptance_pass,gate_role,required_pass
cube_to_sphere_css,0.012,0.05,lattice,none,1.0,consistent_sun2019,0.0,0.1,0.0005263157894736842,0.031942881712205905,0.009024115099824691,0.022950557358021106,0.1353421725609858,0.13537037526285053,0.160833651354737,0.025463276091886478,0.19816349804170527,0.0029894027765309163,0.1341839998088451,0.10836705223802826,0.0051320323133403475,0.002549750568696185,0.021848333669536858,0.04719726644605702,978.3307961709567,1000.3801765745535,0.00029724915161796235,11459,54,558.654183685,2253,109,0.04614733276883996,2.3648323240034817e-5,4.5005336489947756e-5,0.9825552207787136,416.986484059,false,true,true,false,nominal_acceptance,false
cube_to_sphere_css,0.012,0.05,lattice,none,1.0,consistent_sun2019,0.0,0.1,0.0006666666666666666,0.047725725751363794,0.009024115099824691,0.021061242569690265,0.1419498178300288,0.13537037526285053,0.16652499707899646,0.031154621816145922,0.31818237714505454,0.0128046518856672,0.1341839998088451,0.1614292531078542,0.0051320323133403475,0.0071236073961779625,0.021848333669536858,0.050474268457187055,955.5829659305515,1000.4045145534625,0.000374937383545668,11459,54,558.654183685,1751,167,0.08706986444212722,6.6766727801464926e-6,5.7729931035185866e-5,1.1516191146828068,118.103853659,false,true,true,false,robustness,true
